,MaximumFuelWeight,MaximumTakeoffWeight,MaximumZeroFuelWeight,CruiseFuelWeight,NMeshElements,NMeshNodes,NumberPanels_UpperSkin,NumberPanels_LowerSkin,NumberPanels_FrontSpar,NumberPanels_RearSpar,NumberPanels_Rib,NumberPanels_Strut,NumberPanels_Jury,Weight_PrimaryStructure_Rbal_lbm,Weight_Wingbox_Rbal_lbm,Weight_WingboxSkin_Rbal_lbm,Weight_WingboxSpar_Rbal_lbm,Weight_WingboxRib_Rbal_lbm,Weight_Strutbox_Rbal_lbm,Weight_Jurybox_Rbal_lbm
0,30000.0,150000.0,131000.0,24000.0,68394,60399,43,43,43,43,43,11,6,4355.267550710589,3271.681778252125,2369.4323922395706,700.4717535376549,201.7776324748993,1077.7334523200989,5.85232013836503
