,MaximumFuelWeight,MaximumTakeoffWeight,MaximumZeroFuelWeight,CruiseFuelWeight,NMeshElements,NMeshNodes,Weight_Wingbox_Rbal_lbm,Weight_WingboxSkin_Rbal_lbm,Weight_WingboxSpar_Rbal_lbm,Weight_WingboxRib_Rbal_lbm
0,30000.0,150000.0,131000.0,24000.0,54671,48318,12983.983991920948,11135.44880092144,1519.3265992999077,329.2085916996002
