,MaximumFuelWeight,MaximumTakeoffWeight,MaximumZeroFuelWeight,CruiseFuelWeight,NMeshElements,NMeshNodes,Weight_Wingbox_Rbal_lbm,Weight_WingboxSkin_Rbal_lbm,Weight_WingboxSpar_Rbal_lbm,Weight_WingboxRib_Rbal_lbm
0,41290,174165,141757,33032.0,12263,9295,4487.682320360094,3714.110252737999,385.5807738043368,387.99129381775856
